QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,TXLIMX,TXLIMX_,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,JSUBSIDY,JSUB_IDY,WIGSX,WIGSX_,JAMTRAKX,JAMT_AKX,JTRANQV,JTRANQV_,LIMO,LIMO_
20202,04238764,20,0,1,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238774,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238824,44,0,1,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20202,04238834,33,0,1,,A,,A,,A,,A,,A,,A,,A,32,D,,A,,A,,A,,A,,A
20202,04238914,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238924,60,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238944,44,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A
20202,04238964,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238994,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239024,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239034,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239074,35,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20202,04239094,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239154,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239184,26,0,1,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A
20202,04239254,87,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20202,04239264,21,0,1,20,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239284,27,0,1,,A,,A,,A,,A,,A,,A,9,D,,A,,A,,A,,A,,A,,A
20202,04239294,36,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20202,04239334,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239354,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239364,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239374,54,0,1,,A,,A,,A,,A,,A,40,D,,A,50,D,,A,,A,,A,,A,,A
20202,04239394,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239404,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239454,43,0,1,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A
20202,04239494,29,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20202,04239534,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239544,37,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20202,04239554,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239614,26,0,1,,A,,A,,A,,A,30,D,,A,45,D,,A,,A,,A,,A,,A,,A
20202,04239624,24,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20202,04239634,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239654,18,0,1,,A,,A,,A,75,D,,A,,A,,A,65,D,,A,,A,,A,,A,,A
20202,04239694,65,0,1,,A,,A,,A,,A,,A,,A,,A,12,D,,A,,A,,A,,A,,A
20202,04239704,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239724,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239744,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239754,20,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04239834,67,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239844,11,0,1,,A,,A,,A,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239854,56,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20202,04239874,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239884,20,0,1,,A,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239914,13,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20202,04239964,60,0,1,,A,,A,,A,,A,,A,,A,,A,170,D,,A,,A,,A,,A,,A
20202,04239974,36,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20202,04239984,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239994,32,0,1,,A,,A,,A,,A,,A,,A,,A,330,D,,A,,A,,A,,A,,A
20202,04240014,18,0,1,20,D,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240044,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240054,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240064,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240074,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240094,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240104,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240134,44,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20202,04240144,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240174,31,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20202,04240234,32,0,1,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A
20202,04240244,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240254,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240264,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240274,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240284,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240314,36,0,1,20,D,,A,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240334,11,0,1,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20202,04240344,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240364,60,0,1,,A,20,D,,A,50,D,,A,5,D,,A,80,D,,A,,A,,A,,A,,A
20202,04240394,40,0,1,20,D,,A,,A,,A,100,D,,A,,A,38,D,,A,,A,,A,,A,,A
20202,04240434,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240464,13,0,1,,A,,A,,A,,A,120,D,,A,9,F,,A,,A,,A,,A,,A,,A
20202,04240474,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240534,42,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20202,04240544,36,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A
20202,04240554,39,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04240564,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240574,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240584,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240624,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240684,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240694,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240704,21,0,1,,A,,A,,A,,A,72,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240714,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240744,51,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240754,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240794,32,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04240804,22,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04240814,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240834,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240854,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240884,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240914,29,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240964,30,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20202,04240974,26,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20202,04240984,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241014,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241064,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,24,D,,A
20202,04241084,17,0,1,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241104,51,0,1,10,D,,A,,A,15,D,10,D,,A,30,D,240,D,,A,,A,,A,,A,,A
20202,04241124,44,0,1,,A,,A,,A,,A,,A,,A,,A,250,D,,A,,A,,A,,A,,A
20202,04241164,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241214,16,0,1,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20202,04241234,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241284,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241294,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241304,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241374,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241444,27,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04241454,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241464,46,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20202,04241524,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241554,33,0,1,,A,,A,,A,,A,,A,180,D,,A,25,D,,A,,A,,A,,A,,A
20202,04241564,39,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04241584,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241654,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241714,34,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04241734,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241764,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241784,32,0,1,,A,,A,,A,139,F,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241864,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241944,22,0,1,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20202,04241964,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241974,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04241984,44,0,1,,A,,A,,A,,A,,A,,A,,A,190,D,,A,,A,,A,,A,,A
20202,04242004,35,0,1,,A,,A,,A,,A,,A,,A,,A,215,D,,A,,A,,A,,A,,A
20202,04242054,42,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04242064,24,0,1,,A,,A,,A,,A,10,D,,A,12,D,,A,,A,,A,,A,,A,,A
20202,04242104,24,0,1,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242114,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242134,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242144,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242164,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242194,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242254,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242274,13,0,1,40,D,,A,,A,,A,80,D,,A,,A,,A,,A,,A,,A,75,D,,A
20202,04242284,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242294,33,0,1,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A
20202,04242304,32,0,1,,A,,A,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242334,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242354,18,0,1,,A,,A,,A,,A,14,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242374,62,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04242404,49,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04242424,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242444,44,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20202,04242494,29,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04242504,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242514,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242544,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242554,38,0,1,,A,,A,,A,,A,,A,30,D,,A,185,D,,A,,A,,A,,A,,A
20202,04242574,24,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04242604,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242634,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242644,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242664,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242684,22,0,1,,A,,A,180,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242694,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242704,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242724,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242734,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242754,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242774,38,0,1,,A,,A,,A,,A,,A,,A,,A,18,D,,A,,A,,A,,A,,A
20202,04242784,48,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20202,04242804,39,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20202,04242814,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242854,29,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20202,04242864,14,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04242874,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242894,53,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242904,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04242914,37,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20202,04242974,45,0,1,10,D,,A,,A,,A,26,D,,A,,A,27,D,,A,,A,,A,,A,,A
20202,04242994,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243064,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243074,31,0,1,,A,,A,,A,,A,,A,,A,,A,17,D,,A,,A,,A,,A,,A
20202,04243084,37,0,1,,A,,A,,A,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20202,04243094,34,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20202,04243104,22,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20202,04243184,82,0,1,,A,,A,,A,,A,,A,,A,30,D,20,D,,A,,A,,A,,A,,A
20202,04243194,52,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243204,41,0,1,,A,,A,,A,,A,,A,,A,,A,16,D,,A,,A,,A,,A,,A
20202,04243304,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243354,49,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243364,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243384,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243404,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243414,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243464,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243484,25,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20202,04243544,32,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20202,04243584,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243624,39,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243634,64,0,1,,A,,A,,A,,A,,A,,A,,A,355,D,,A,,A,,A,,A,,A
20202,04243694,63,0,1,,A,,A,,A,,A,,A,,A,,A,365,D,,A,,A,,A,,A,,A
20202,04243764,32,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20202,04243784,17,0,1,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243904,31,0,1,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A
20202,04243934,21,0,1,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243944,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243954,18,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20202,04243964,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243984,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244024,35,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20202,04244054,54,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244084,59,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244104,46,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A
20202,04244164,42,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244234,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244294,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244314,25,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A
20202,04244374,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244384,45,0,1,,A,,A,,A,,A,,A,,A,,A,52,D,,A,,A,,A,,A,,A
20202,04244404,56,0,1,,A,,A,,A,,A,,A,,A,90,D,500,D,,A,,A,,A,,A,,A
20202,04244414,44,0,1,12,D,,A,,A,,A,348,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244464,66,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04244524,23,0,1,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A
20202,04244534,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244564,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244584,41,0,1,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244614,12,0,1,30,D,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A,416,D,,A
20202,04244634,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244644,33,0,1,,A,,A,,A,,A,,A,,A,,A,69,D,,A,,A,,A,,A,,A
20202,04244684,48,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04244734,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244744,69,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20202,04244814,26,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04244824,26,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20202,04244844,19,0,1,,A,,A,,A,,A,36,D,,A,15,D,,A,,A,,A,,A,,A,,A
20202,04244884,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244934,16,0,1,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A,,A,65,D,,A
20202,04244944,47,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244954,41,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20202,04244984,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245044,53,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A
20202,04245074,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245104,49,0,1,,A,,A,,A,,A,,A,,A,,A,82,D,,A,,A,,A,,A,,A
20202,04245124,25,0,1,70,D,,A,,A,,A,170,D,,A,,A,32,D,,A,,A,,A,,A,,A
20202,04245134,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245144,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245164,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245174,38,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20202,04245244,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245294,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245304,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245314,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245334,23,0,1,,A,,A,,A,,A,,A,,A,,A,25,D,,A,,A,,A,,A,,A
20202,04245364,45,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20202,04245424,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245434,21,0,1,,A,,A,,A,500,D,75,D,,A,105,D,,A,,A,,A,,A,,A,,A
20202,04245484,17,0,1,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245494,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245504,101,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245534,28,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20202,04245554,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245574,39,0,1,5,D,,A,56,F,30,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245634,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245644,10,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A,,A
20202,04245664,20,0,1,,A,,A,,A,,A,,A,60,D,,A,40,D,,A,,A,,A,,A,,A
20202,04245694,52,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245714,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04245734,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
