QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPMOA,VOPMOA_,VOPEXPX,VOPEXPX_,VOPRMBXA,VOPR_BXA,QVOPEQPX,QVOP_QPX,VOPSERVY,VOPS_RVY,VOPLABOR,VOPL_BOR,VOPREIMB,VOPR_IMB,VPSRVY1,VPSRVY1_,VPSRVY2,VPSRVY2_,VPSRVY3,VPSRVY3_,VPSRVY4,VPSRVY4_,VPSRVY5,VPSRVY5_,VPSRVY6,VPSRVY6_,VPSRVY7,VPSRVY7_,VPSRVY8,VPSRVY8_,VPSRVY9,VPSRVY9_
20202,04317802,26,0,1,02,D,1500,D,,A,,H,500,D,1,D,2,D,500,D,370,D,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,1,1,02,D,,B,,A,47,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,2,1,02,D,,B,,A,191,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,3,1,02,D,,B,,A,86,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,4,1,02,D,,B,,A,434,E,320,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,5,1,02,D,,B,,A,73,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,6,1,02,D,,B,,A,17,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,7,1,02,D,,B,,A,218,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317802,26,8,1,02,D,,B,,A,434,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317902,19,0,1,03,D,200,D,,A,200,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317952,55,0,1,03,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317952,56,0,1,03,D,180,D,,A,180,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317962,44,0,1,03,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318052,43,0,1,02,D,68,D,,A,68,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318052,44,0,1,02,D,143,D,,A,143,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318072,30,0,1,01,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318072,31,0,2,01,D,46,D,,A,46,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318092,29,0,1,02,D,4000,D,,A,4000,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318092,30,0,1,02,D,88,D,,A,88,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318092,31,0,2,01,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318102,47,0,1,01,D,75,D,,A,75,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318102,48,0,2,01,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318112,62,0,1,03,D,535,D,,A,,H,500,D,1,D,2,D,380,D,110,D,,A,,A,,A,,A,,A,,A,,A
20202,04318112,62,1,1,03,D,,B,,A,371,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318112,62,2,1,03,D,,B,,A,164,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318122,39,0,1,01,D,160,D,,A,,H,500,D,1,D,2,D,150,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04318122,39,1,1,01,D,,B,,A,160,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318212,36,0,1,03,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318212,37,0,1,02,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318212,38,0,2,01,D,25,D,,A,25,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318302,36,0,1,02,D,135,D,,A,135,D,160,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318342,31,0,1,01,D,90,D,,A,90,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318342,32,0,1,03,D,600,D,,A,600,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318402,39,0,1,03,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318402,40,0,2,01,D,10,D,,A,10,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318522,16,0,1,03,D,65,D,,A,65,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318522,17,0,1,03,D,250,D,,A,250,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318612,26,0,1,02,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318682,16,0,1,01,D,54,D,,A,54,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318692,27,0,1,03,D,112,D,,A,112,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318712,21,0,1,03,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318802,59,0,1,01,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318802,60,0,1,02,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318802,61,0,1,03,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318852,20,0,1,01,D,11,D,,A,11,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318882,37,0,1,01,D,664,D,,A,,H,500,D,1,D,2,D,100,D,130,D,360,D,370,D,,A,,A,,A,,A,,A
20202,04318882,37,1,1,01,D,,B,,A,94,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318882,37,2,1,01,D,,B,,A,147,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318882,37,3,1,01,D,,B,,A,423,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318902,23,0,1,03,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318902,24,0,1,02,D,360,D,,A,360,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318942,55,0,1,03,D,97,D,,A,97,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318942,56,0,2,01,D,150,D,,A,150,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04318962,32,0,2,01,D,,C,,A,120,F,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319022,38,0,1,03,D,786,D,,A,786,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319022,39,0,1,03,D,,C,,A,60,F,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319062,28,0,1,03,D,78,D,,A,78,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319062,29,0,1,02,D,400,D,,A,400,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319112,26,0,1,01,D,450,D,,A,450,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319142,10,0,1,02,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319212,68,0,1,01,D,150,D,,A,150,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319212,69,0,1,01,D,500,D,,A,500,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319212,70,0,1,01,D,80,D,,A,80,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319242,14,0,1,03,D,800,D,,A,800,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319382,32,0,1,02,D,110,D,,A,,H,500,D,1,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04319382,32,1,1,02,D,,B,,A,81,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319382,32,2,1,02,D,,B,,A,29,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319382,33,0,1,02,D,110,D,,A,110,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319402,21,0,2,01,D,120,D,,A,120,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319452,42,0,1,01,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319462,26,0,1,02,D,,C,,A,110,F,100,D,1,D,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319472,19,0,1,02,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319472,20,0,1,01,D,150,D,,A,150,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319472,21,0,1,03,D,480,D,,A,480,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319534,25,0,1,03,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319542,53,0,2,01,D,200,D,,A,200,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319552,12,0,1,02,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319552,13,0,1,01,D,600,D,,A,600,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319602,68,0,1,02,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319602,69,0,1,02,D,90,D,,A,90,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319602,70,0,1,01,D,10,D,,A,10,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319602,71,0,1,02,D,10,D,,A,10,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319602,72,0,1,03,D,10,D,,A,10,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319622,24,0,1,01,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319672,21,0,1,02,D,65,D,,A,65,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319672,22,0,1,03,D,150,D,,A,150,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319672,23,0,1,01,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319672,24,0,1,02,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319672,25,0,1,03,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319722,20,0,1,03,D,125,D,,A,125,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319742,20,0,1,02,D,130,D,,A,130,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319762,41,0,1,02,D,140,D,,A,140,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319772,18,0,1,03,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319812,29,0,1,02,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319812,30,0,1,03,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319842,52,0,1,02,D,110,D,,A,110,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319842,53,0,1,03,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319842,54,0,1,02,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319842,55,0,1,02,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319842,56,0,1,03,D,40,D,,A,40,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319842,57,0,2,01,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319982,44,0,1,01,D,300,D,,A,300,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04319992,50,0,1,03,D,400,D,,A,,H,500,D,1,F,2,D,160,D,140,D,,A,,A,,A,,A,,A,,A,,A
20202,04319992,50,1,1,03,D,,B,,A,400,E,160,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320032,53,0,1,01,D,220,D,,A,,H,500,D,1,D,2,D,370,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04320032,53,1,1,01,D,,B,,A,180,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320032,53,2,1,01,D,,B,,A,40,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320172,23,0,1,01,D,125,D,,A,125,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320172,24,0,1,03,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320192,25,0,1,01,D,,C,,A,15,F,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320192,26,0,1,02,D,,C,,A,20,F,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320192,27,0,1,03,D,,C,,A,55,F,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320252,55,0,1,02,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320252,56,0,1,03,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320252,57,0,2,01,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,41,0,1,02,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,42,0,1,03,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,43,0,1,02,D,1400,D,,A,,H,500,D,1,D,2,D,360,D,370,D,110,D,,A,,A,,A,,A,,A,,A
20202,04320402,43,1,1,02,D,,B,,A,215,E,360,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,43,2,1,02,D,,B,,A,625,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,43,3,1,02,D,,B,,A,560,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,44,0,1,03,D,320,D,,A,320,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320402,45,0,2,01,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320452,29,0,1,01,D,7,D,,A,7,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320452,30,0,1,02,D,7,D,,A,7,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320452,31,0,1,03,D,7,D,,A,7,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320692,43,0,1,03,D,12,D,,A,12,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320782,38,0,1,03,D,59,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04320782,38,1,1,03,D,,B,,A,38,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320782,38,2,1,03,D,,B,,A,21,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320842,80,0,1,02,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320842,81,0,1,02,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320842,82,0,1,03,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320842,83,0,1,04,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04320972,24,0,1,02,D,120,D,,A,120,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321002,44,0,1,03,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321072,26,0,1,03,D,200,D,,A,200,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321212,36,0,1,03,D,50,D,,A,50,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321212,37,0,2,02,D,30,D,,A,30,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321282,43,0,1,04,D,341,D,,A,341,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321282,44,0,1,02,D,340,D,,A,340,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321342,27,0,1,04,D,250,D,,A,,H,500,D,1,D,2,D,380,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04321342,27,1,1,04,D,,B,,A,225,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321342,27,2,1,04,D,,B,,A,25,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321342,28,0,1,02,D,225,D,,A,,H,500,D,1,D,2,D,380,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04321342,28,1,1,02,D,,B,,A,203,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321342,28,2,1,02,D,,B,,A,22,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321342,29,0,2,02,D,210,D,,A,210,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321392,29,0,1,04,D,40,D,,A,40,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321412,27,0,1,03,D,170,D,,A,,H,500,D,1,D,2,D,370,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04321412,27,1,1,03,D,,B,,A,139,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321412,27,2,1,03,D,,B,,A,31,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321432,42,0,1,02,D,130,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04321432,42,1,1,02,D,,B,,A,104,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321432,42,2,1,02,D,,B,,A,26,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321432,43,0,1,02,D,230,D,,A,230,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321432,44,0,1,03,D,14,D,,A,14,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321432,45,0,1,04,D,14,D,,A,14,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321672,57,0,1,02,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321672,58,0,1,03,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321672,59,0,1,04,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321672,60,0,2,02,D,76,D,,A,76,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321692,30,0,1,04,D,,C,,A,170,F,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,57,0,1,02,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,58,0,1,03,D,75,D,,A,75,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321782,59,0,1,02,D,160,D,,A,160,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321802,32,0,1,03,D,200,D,,A,200,D,150,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321812,40,0,1,04,D,6,D,,A,6,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321812,41,0,2,02,D,6,D,,A,6,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321822,34,0,2,02,D,1800,D,,A,,H,500,D,1,D,2,D,130,D,370,D,100,D,140,D,,A,,A,,A,,A,,A
20202,04321822,34,1,2,02,D,,B,,A,1471,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321822,34,2,2,02,D,,B,,A,329,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321942,25,0,1,04,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04321942,26,0,1,04,D,120,D,,A,120,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,50,0,1,04,D,63,D,,A,63,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,51,0,1,03,D,22,D,,A,22,D,150,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322002,52,0,2,02,D,8,D,,A,8,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322012,40,0,1,02,D,25,D,,A,25,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322012,41,0,1,03,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,56,0,1,03,D,1000,D,,A,,H,500,D,1,F,2,D,160,D,140,D,,A,,A,,A,,A,,A,,A,,A
20202,04322032,56,1,1,03,D,,B,,A,1000,E,160,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,57,0,2,02,D,65,D,,A,,H,500,D,1,D,2,D,160,D,100,D,,A,,A,,A,,A,,A,,A,,A
20202,04322032,57,1,2,02,D,,B,,A,42,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322032,57,2,2,02,D,,B,,A,23,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322072,40,0,1,03,D,95,D,,A,95,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322072,41,0,1,03,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322102,26,0,1,03,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322172,31,0,1,03,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322212,30,0,2,02,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322302,23,0,1,03,D,180,D,,A,180,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322442,16,0,1,04,D,180,D,,A,180,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,62,0,1,02,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,63,0,1,03,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,64,0,1,03,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322472,65,0,1,04,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322502,43,0,1,03,D,2000,D,,A,2000,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322502,44,0,2,02,D,750,D,,A,750,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322522,12,0,1,04,D,100,D,,A,,H,500,D,1,D,2,D,100,D,160,D,,A,,A,,A,,A,,A,,A,,A
20202,04322522,12,1,1,04,D,,B,,A,36,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322522,12,2,1,04,D,,B,,A,64,E,160,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322632,19,0,2,02,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,33,0,1,04,D,600,D,,A,600,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322642,34,0,1,02,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322682,40,0,1,03,D,400,D,,A,400,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322752,72,0,1,03,D,398,D,,A,398,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
